"Title","Subtitle","CELEX number","Current consolidated version","Latest consolidated version","LP_Legal basis","ELI","Form","EUROVOC descriptor","ECLI identifier","Subject matter","Directory code","Case-Law directory code (before Lisbon)","Case-Law directory code (after Lisbon)","Legal basis","Transposed legal act(s)","Rectified by","Type of procedure","Collection of the document","Date of document","Date of publication","Author","Date of effect","Date of end of validity","Date of transposition","Applicant/Appellant","Defendant/Other parties to the proceedings","In force indicator","Publication Reference",
"Council Decision (CFSP) 2016/2001 of 15 November 2016 on a Union contribution to the establishment and the secure management of a Low Enriched Uranium (LEU) Bank under the control of the International Atomic Energy Agency (IAEA) in the framework of the EU Strategy against the Proliferation of Weapons of Mass Destruction","","32016D2001","","","","http://data.europa.eu/eli/dec/2016/2001/oj","Decision","International Atomic Energy Agency, nuclear fuel, EU programme, nuclear non-proliferation, EU financing, supply, uranium, nuclear safety, storage, EU Member State","","Nuclear common market","Environment, consumers and health protection, Energy, Energy, Environment, Nuclear energy, Nuclear energy, Pollution and nuisances, Other measures relating to nuclear energy, Fuel supplies, Nuclear safety and radioactive waste","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016M028","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2016-11-15","2016-11-16","Council of the European Union","2016-11-15","Not known","","","","true","OJ L 308, 16/11/2016, p. 22–28
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Decision of 28 October 2016 regarding the free software licensing (European Union Public License) of SyRIO — System for Reporting the Incidents in Offshore Oil and Gas Operations","C/2016/7116","32016D1115(01)","","","","","Decision","industrial accident, open source software, exchange of information, maritime safety, mining industry, copyright","","Environment, Information and verification, Energy","Science, information, education and culture, Right of establishment and freedom to provide services, Energy, Dissemination of information, Sectoral application, Oil and gas, Production and processing activities, Other measures relating to oil or gas, Other production and processing activities","","","","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2016-10-28","2016-11-15","European Commission","2016-12-05","No end date","","","","true","OJ C 420, 15/11/2016, p. 2–3
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Decision (EU) 2016/1756 of 28 September 2016 determining the European Union position with regard to a decision of the management entities under the Agreement between the Government of the United States of America and the European Union on the coordination of energy-efficiency labelling programmes for office equipment, on the revision of specifications for displays included in Annex C to the Agreement (Text with EEA relevance)","C/2016/5973","32016D1756","","","","http://data.europa.eu/eli/dec/2016/1756/oj","Decision","screen, United States, energy saving, office equipment, labelling, energy efficiency, eco-label, revision of an agreement, technical specification, technical cooperation","","External relations, Energy","External relations, Energy, Bilateral agreements with non-member countries, General principles and programmes, North America, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013D0107","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2016-09-28","2016-10-01","European Commission","2016-10-21","No end date","","","","true","OJ L 268, 01/10/2016, p. 90–112
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (EU) 2015/1773 of 1 October 2015 on the position to be adopted, on behalf of the European Union, within the EEA Joint Committee concerning an amendment to Annex XXI (Statistics) to the EEA Agreement (Energy Statistics)","","32015D1773","","","","http://data.europa.eu/eli/dec/2015/1773/oj","Decision","EU statistics, European Economic Area, energy market, revision of an agreement","","European Free Trade Association (EFTA), Information and verification","External relations, Energy, Bilateral agreements with non-member countries, Statistics, European countries, Member countries of the European Free Trade Association (EFTA)","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31994R2894, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E218, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E338","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2015-10-01","2015-10-03","Council of the European Union","2015-10-01","No end date","","","","true","OJ L 258, 03/10/2015, p. 7–9
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"2014/713/EU: Commission Decision of 13 October 2014 on the establishment of the annual priority lists for the development of network codes and guidelines for 2015  Text with EEA relevance","","32014D0713","","","","http://data.europa.eu/eli/dec/2014/713/oj","Decision","electrical energy, harmonisation of standards, trans-European network, gas, energy grid","","Energy, Internal market - Principles","Energy, General principles and programmes, General","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0714, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0715","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2014-10-13","2014-10-14","European Commission","2014-11-03","No end date","","","","true","OJ L 296, 14/10/2014, p. 28–30
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Decision of the Ministerial Council of the Energy Community D/2013/03/MC-EnC on extending the duration of the Energy Community Treaty","","32013D1130(01)","","","","http://data.europa.eu/eli/dec/2013/1130/oj","Decision","renewal of an agreement, Central and Eastern European Countries, natural gas, electrical energy, agreement (EU), energy cooperation","","Principles, objectives and tasks of the Treaties, Energy","General, financial and institutional matters, Energy, Principles, objectives and tasks of the Treaties, General principles and programmes, General","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:22006A0720(01)","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2013-10-24","2013-11-30","Energy Community","2013-10-24","2026-06-30","","","","true","OJ L 320, 30/11/2013, p. 81–81
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"2013/442/EU: Commission Decision of 21 August 2013 on the establishment of the annual priority lists for the development of network codes and guidelines for 2014  Text with EEA relevance","","32013D0442","","","","http://data.europa.eu/eli/dec/2013/442/oj","Decision","electrical energy, gas, trans-European network, energy grid","","Internal market - Principles, Energy","Energy, General principles and programmes, General","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0714, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0715","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2013-08-21","2013-08-22","European Commission","2013-09-11","No end date","","","","true","OJ L 224, 22/08/2013, p. 14–17
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"2013/408/Euratom: Commission Decision of 31 July 2012 on the conclusion of the Agreement for Cooperation in the Peaceful Uses of Nuclear Energy between the European Atomic Energy Community and the Government of the Republic of South Africa","","32013D0408","","","","http://data.europa.eu/eli/dec/2013/408/oj","Decision","South Africa, cooperation agreement, peaceful use of energy, EAEC, ratification of an agreement, nuclear energy","","External relations, Energy","Energy, External relations, Nuclear energy, Bilateral agreements with non-member countries, Other measures relating to nuclear energy, African, Caribbean and Pacific (ACP) Group of States","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012A101","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2012-07-31","2013-07-31, 2014-11-11","European Commission","2013-08-20","No end date","","","","true","OJ L 204, 31/07/2013, p. 2–2
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"2013/363/Euratom: Commission Decision of 17 May 2013 on the conclusion of the Agreement between the European Atomic Energy Community (Euratom) and the Korean Peninsula Energy Development Organisation (KEDO)","","32013D0363","","","","http://data.europa.eu/eli/dec/2013/363/oj","Decision","South Korea, United States, agreement (EU), Japan, nuclear energy, renewal of an agreement","","Energy, External relations","Energy, External relations, Nuclear energy, Bilateral agreements with non-member countries, Other measures relating to nuclear energy, Asian countries","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012A101","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2013-05-17","2013-07-09, 2014-10-21","European Commission","2013-05-17","No end date","","","","true","OJ L 188, 09/07/2013, p. 1–1
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"2013/4/Euratom: Council Decision of 11 December 2012 approving the conclusion, by the European Commission, of the Agreement on scientific and technological cooperation between the European Atomic Energy Community, of the one part, and the Swiss Confederation, of the other part, associating the Swiss Confederation to the Framework Programme of the European Atomic Energy Community for nuclear research and training activities (2012-2013)","","32013D0004","","","","http://data.europa.eu/eli/dec/2013/4(1)/oj","Decision","Switzerland, EAEC, ratification of an agreement, cooperation agreement, nuclear research, EU programme, scientific cooperation","","External relations","External relations, Energy, Bilateral agreements with non-member countries, Nuclear energy, European countries, Nuclear research, Member countries of the European Free Trade Association (EFTA)","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012A101","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2012-12-11","2013-01-09, 2014-10-07","Council of the European Union","2013-01-29","No end date","","","","true","OJ L 4, 09/01/2013, p. 1–2
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"2012/413/EU: Commission Decision of 19 July 2012 on the establishment of the annual priority lists for the development of network codes and guidelines for 2013  Text with EEA relevance","","32012D0413","","","","http://data.europa.eu/eli/dec/2012/413/oj","Decision","gas, trans-European network, electrical energy, energy grid","","Energy","Energy, General principles and programmes, General","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0715, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0714","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2012-07-19","2012-07-20, 2013-05-24","European Commission","2012-08-09","No end date","","","","true","OJ L 192, 20/07/2012, p. 32–34
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"2012/55/Euratom: Commission Decision of 2 March 2011 on the conclusion of the Agreement for cooperation in the peaceful uses of nuclear energy between the European Atomic Energy Community and the Government of Australia","","32012D0055","","","","http://data.europa.eu/eli/dec/2012/55(1)/oj","Decision","cooperation agreement, peaceful use of energy, EAEC, ratification of an agreement, nuclear energy, Australia","","Energy, External relations, Nuclear common market","Energy, External relations, Nuclear energy, Bilateral agreements with non-member countries, Oceanian countries","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010A101","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2011-03-02","2012-02-01, 2014-10-21","European Commission","2012-02-21","No end date","","","","true","OJ L 29, 01/02/2012, p. 3–3
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"2011/886/EU: Council Decision of 12 December 2011 on the position to be taken by the European Union in the EEA Joint Committee concerning an amendment to Annex IV (Energy) to the EEA Agreement","","32011D0886","","","","http://data.europa.eu/eli/dec/2011/886/oj","Decision","renewable energy, revision of an agreement, energy production, pollution control measures, European Economic Area","","Energy, European Free Trade Association (EFTA)","External relations, Energy, Bilateral agreements with non-member countries, Other sources of energy, European countries, Member countries of the European Free Trade Association (EFTA)","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E192, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E114, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31994R2894, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E218","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2011-12-12","2011-12-28, 2014-11-04","Council of the European Union","2011-12-12","No end date","","","","true","OJ L 344, 28/12/2011, p. 31–33
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
