"Title","Subtitle","CELEX number","Current consolidated version","Latest consolidated version","LP_Legal basis","ELI","Form","EUROVOC descriptor","ECLI identifier","Subject matter","Directory code","Case-Law directory code (before Lisbon)","Case-Law directory code (after Lisbon)","Legal basis","Transposed legal act(s)","Rectified by","Type of procedure","Collection of the document","Date of document","Date of publication","Author","Date of effect","Date of end of validity","Date of transposition","Applicant/Appellant","Defendant/Other parties to the proceedings","In force indicator","Publication Reference",
"Commission Implementing Decision (EU) 2020/1479 of 14 October 2020 establishing priority lists for the development of network codes and guidelines for electricity for the period from 2020 to 2023 and for gas in 2020 (Text with EEA relevance)","C/2020/6958","32020D1479","","","","http://data.europa.eu/eli/dec_impl/2020/1479/oj","Implementing decision","energy transport, energy grid, energy law, information security, single market, trans-European network, energy storage, harmonisation of standards, electrical energy, gas industry","","Energy, Internal market - Principles, Protocol on Ireland/Northern Ireland, Annex 4 Provisions of Union law referred to in Article 9","Energy, Energy, Electricity, Oil and gas, Other measures relating to oil or gas","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0715, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32019R0943","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2020-10-14","2020-10-15","Directorate-General for Energy, European Commission","2020-11-04","No end date","","","","true","OJ L 338, 15/10/2020, p. 10–11
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2018/1734 of 14 November 2018 granting derogations to the Federal Republic of Germany, the Kingdom of Spain, the Italian Republic and the Republic of Cyprus as regards the provision of statistics pursuant to Regulation (EU) 2016/1952 of the European Parliament and of the Council (notified under document C(2018) 7465) (Text with EEA relevance.)","C/2018/7465","32018D1734","","","","http://data.europa.eu/eli/dec_impl/2018/1734/oj","Implementing decision","Italy, electrical energy, EU statistics, derogation from EU law, Cyprus, price of energy, energy consumption, Germany, natural gas, Spain","","Information and verification, Internal market - Principles, Energy","Energy, Energy, Energy, Statistics, Electricity, Oil and gas, Other measures relating to oil or gas","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32016R1952","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2018-11-14","2018-11-16","European Commission, Eurostat","2018-11-15","No end date","","","","true","OJ L 288, 16/11/2018, p. 19–20
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2018/1688 of 7 November 2018 granting derogations to Slovakia as regards the provision of statistics pursuant to Regulation (EC) No 1099/2008 of the European Parliament and of the Council on energy statistics (notified under document C(2018) 7304) (Text with EEA relevance.)","C/2018/7304","32018D1688","","","","http://data.europa.eu/eli/dec_impl/2018/1688/oj","Implementing decision","industrial waste, energy consumption, derogation from EU law, EU statistics, data processing, Slovakia, renewable resources","","Energy","Energy, Statistics","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32008R1099","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2018-11-07","2018-11-09","Eurostat, European Commission","2018-11-08","No end date","","","","true","OJ L 279, 09/11/2018, p. 38–38
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2018/1134 of 5 July 2018 concerning the applicability of Article 34 of Directive 2014/25/EU of the European Parliament and of the Council to contracts awarded for certain activities related to the retail supply of electricity and natural gas in the Czech Republic (notified under document C(2018) 4194) (Text with EEA relevance.)","C/2018/4194","32018D1134","","","","http://data.europa.eu/eli/dec_impl/2018/1134/oj","Implementing decision","electricity supply, Czechia, electrical energy, gas supply, domestic market, award of contract, natural gas, retail trade","","Public procurement in the European Union, Energy","Right of establishment and freedom to provide services, Energy, Energy, Public contracts, Oil and gas, Electricity, General, Supplies and stocks","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32014L0025","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2018-07-05","2018-08-14","European Commission, Directorate-General for Internal Market, Industry, Entrepreneurship and SMEs","2018-08-14","No end date","","","","true","OJ L 205, 14/08/2018, p. 23–39
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2018/496 of 22 March 2018 on the establishment of the 2018 annual priority list for the development of network codes and guidelines (Text with EEA relevance. )","C/2018/1638","32018D0496","","","","http://data.europa.eu/eli/dec_impl/2018/496/oj","Implementing decision","energy grid, energy supply, electricity supply, trans-European network, gas, single market, energy distribution, gas supply, electrical energy, harmonisation of standards","","Protocol on Ireland/Northern Ireland, Energy, Internal market - Principles, Annex 4 Provisions of Union law referred to in Article 9","Energy, General principles and programmes, General","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0715, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0714","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2018-03-22","2018-03-23","Directorate-General for Energy, European Commission","2018-04-12","No end date","","","","true","OJ L 81, 23/03/2018, p. 83–84
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Implementing Decision (EU) 2017/2409 of 18 December 2017 authorising Sweden to apply a reduced rate of excise duty on electricity consumed by households and service sector companies situated in certain areas in the North of Sweden in accordance with Article 19 of Directive 2003/96/EC","","32017D2409","","","","http://data.europa.eu/eli/dec_impl/2017/2409/oj","Implementing decision","tax relief, excise duty, North Middle Sweden, tertiary sector, Sweden, household, Middle Norrland (Sweden), derogation from EU law, Upper Norrland (Sweden), electrical energy","","Energy, Taxation, Protocol on Ireland/Northern Ireland, Annex 3 Provisions of Union law referred to in Article 8, Excise","Taxation, Taxation, Energy, Indirect taxation, Other taxes, Electricity, Excise duties","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32003L0096","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2017-12-18","2017-12-21","Council of the European Union","2018-01-01, 2017-12-19","2023-12-31","","","","true","OJ L 342, 21/12/2017, p. 10–12
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2017/89 of 17 January 2017 on the establishment of the annual priority lists for 2017 for the development of network codes and guidelines (Text with EEA relevance. )","C/2017/0076","32017D0089","","","","http://data.europa.eu/eli/dec_impl/2017/89/oj","Implementing decision","energy supply, electricity supply, trans-European network, gas, single market, energy distribution, gas supply, electrical energy, harmonisation of standards, energy grid","","Internal market - Principles, Energy, Protocol on Ireland/Northern Ireland, Annex 4 Provisions of Union law referred to in Article 9","Energy, General principles and programmes, General","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0715, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0714","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2017-01-17","2017-01-18","European Commission","2017-02-07","No end date","","","","true","OJ L 14, 18/01/2017, p. 14–16
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2016/1674 of 15 September 2016 exempting retail supply of electricity and gas in Germany from the application of Directive 2014/25/EU of the European Parliament and of the Council (notified under document C(2016) 5779) (Text with EEA relevance)","C/2016/5779","32016D1674","","","","http://data.europa.eu/eli/dec_impl/2016/1674/oj","Implementing decision","gas supply, electrical energy, derogation from EU law, electricity supply, gas, Germany, distributive trades, award of contract","","Public procurement in the European Union, Energy","Right of establishment and freedom to provide services, Energy, Energy, Public contracts, Oil and gas, Electricity, General, Supplies and stocks","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32014L0025","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2016-09-15","2016-09-17","European Commission","2016-09-17","No end date","","","","true","OJ L 253, 17/09/2016, p. 6–15
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2015/1960 of 29 October 2015 on the establishment of the annual priority lists for 2016 for the development of network codes and guidelines (Text with EEA relevance)","","32015D1960","","","","http://data.europa.eu/eli/dec_impl/2015/1960/oj","Implementing decision","energy grid, gas, trans-European network, energy supply, harmonisation of standards, electrical energy, energy distribution, gas supply","","Protocol on Ireland/Northern Ireland, Energy, Internal market - Principles, Annex 4 Provisions of Union law referred to in Article 9","Energy, General principles and programmes, General","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0715, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0714","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2015-10-29","2015-10-30","European Commission","2015-11-19","No end date","","","","true","OJ L 284, 30/10/2015, p. 187–189
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2015/1504 of 7 September 2015 granting derogations to certain Member States as regards the provision of statistics pursuant to Regulation (EC) No 1099/2008 of the European Parliament and of the Council on energy statistics (notified under document C(2015) 6105) (Text with EEA relevance)","","32015D1504","","","","http://data.europa.eu/eli/dec_impl/2015/1504/oj","Implementing decision","Slovakia, Belgium, Cyprus, EU statistics, data processing, derogation from EU law, Estonia, energy consumption, household","","Energy","Energy, Statistics","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32008R1099","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2015-09-07","2015-09-09","European Commission","2015-09-08","No end date","","","","true","OJ L 235, 09/09/2015, p. 24–25
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"2013/242/EU: Commission Implementing Decision of 22 May 2013 establishing a template for National Energy Efficiency Action Plans under Directive 2012/27/EU of the European Parliament and of the Council (notified under document C(2013) 2882)  Text with EEA relevance","","32013D0242","","","","http://data.europa.eu/eli/dec_impl/2013/242/oj","Implementing decision","form, energy efficiency, energy consumption, energy saving","","Energy","Energy, General principles and programmes, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32012L0027","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2013-05-22","2013-05-28, 2014-10-07","European Commission","2013-05-23","No end date","","","","true","OJ L 141, 28/05/2013, p. 48–53
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"2012/539/EU: Commission Implementing Decision of 26 September 2012 exempting the production and wholesale of electricity produced from conventional sources in macro-zone north and macro-zone south in Italy from the application of Directive 2004/17/EC of the European Parliament and of the Council coordinating the procurement procedures of entities operating in the water, energy, transport and postal services sector and amending Commission Decision 2010/403/EU (notified under document C(2012) 6665)  Text with EEA relevance","","32012D0539","","","","http://data.europa.eu/eli/dec_impl/2012/539/oj","Implementing decision","Italy, wholesale trade, electrical energy, application of EU law, energy production, award of contract, renewable energy","","Public procurement in the European Union, Energy","Right of establishment and freedom to provide services, Energy, Public contracts, Electricity, General","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004L0017","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2012-09-26","2012-10-05","European Commission","2012-09-27, 2013-04-15","No end date","","","","true","OJ L 271, 05/10/2012, p. 4–11
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"2012/218/EU: Commission Implementing Decision of 24 April 2012 exempting the production and wholesale of electricity produced from conventional sources in Germany from the application of Directive 2004/17/EC of the European Parliament and of the Council coordinating the procurement procedures of entities operating in the water, energy, transport and postal services sectors (notified under document C(2012) 2426)  Text with EEA relevance","","32012D0218","","","","http://data.europa.eu/eli/dec_impl/2012/218/oj","Implementing decision","electrical energy, energy distribution, wholesale trade, award of contract, Germany, energy production","","Energy, Public procurement in the European Union","Energy, Right of establishment and freedom to provide services, Electricity, Public contracts, General","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004L0017","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2012-04-24","2012-04-26","European Commission","2012-04-26","No end date","","","","true","OJ L 114, 26/04/2012, p. 21–27
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
