"Title","Subtitle","CELEX number","Current consolidated version","Latest consolidated version","LP_Legal basis","ELI","Form","EUROVOC descriptor","ECLI identifier","Subject matter","Directory code","Case-Law directory code (before Lisbon)","Case-Law directory code (after Lisbon)","Legal basis","Transposed legal act(s)","Rectified by","Type of procedure","Collection of the document","Date of document","Date of publication","Author","Date of effect","Date of end of validity","Date of transposition","Applicant/Appellant","Defendant/Other parties to the proceedings","In force indicator","Publication Reference",
"Commission Regulation (EU) 2019/2022 of 1 October 2019 laying down ecodesign requirements for household dishwashers pursuant to Directive 2009/125/EC of the European Parliament and of the Council amending Commission Regulation (EC) No 1275/2008 and repealing Commission Regulation (EU) No 1016/2010 (Text with EEA relevance.)","C/2019/2123","32019R2022","2021-05-01","2021-05-01","","http://data.europa.eu/eli/reg/2019/2022/oj","Regulation","labelling, eco-label, environmental impact, energy saving, consumer information, household electrical appliance, marketing standard, energy consumption, energy efficiency","","Energy, Internal market - Principles","Energy, Industrial policy and internal market, General principles and programmes, Internal market: approximation of laws, Rational utilisation and conservation of energy, Other sectors for approximation of laws","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E114, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2019-10-01","2019-12-05","Directorate-General for Energy, European Commission","2019-12-25, 2021-03-01","No end date, 2025-05-08","","","","true","OJ L 315, 05/12/2019, p. 267–284
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2019/2019 of 1 October 2019 laying down ecodesign requirements for refrigerating appliances pursuant to Directive 2009/125/EC of the European Parliament and of the Council and repealing Commission Regulation (EC) No 643/2009 (Text with EEA relevance.)","C/2019/2120","32019R2019","2021-05-01","2021-05-01","","http://data.europa.eu/eli/reg/2019/2019/oj","Regulation","environmental impact, energy saving, cold store, consumer information, marketing standard, labelling, eco-label, energy consumption, energy efficiency","","Energy, Internal market - Principles","Industrial policy and internal market, Energy, Internal market: approximation of laws, General principles and programmes, Other sectors for approximation of laws, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E114, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2019-10-01","2019-12-05","European Commission, Directorate-General for Energy","2019-12-25, 2021-03-01","No end date","","","","true","OJ L 315, 05/12/2019, p. 187–208
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2019/2020 of 1 October 2019 laying down ecodesign requirements for light sources and separate control gears pursuant to Directive 2009/125/EC of the European Parliament and of the Council and repealing Commission Regulations (EC) No 244/2009, (EC) No 245/2009 and (EU) No 1194/2012 (Text with EEA relevance.)","C/2019/2121","32019R2020","2021-09-01","2021-09-01","","http://data.europa.eu/eli/reg/2019/2020/oj","Regulation","energy saving, environmental impact, consumer information, marketing standard, labelling, lighting equipment, eco-label, energy consumption, energy efficiency","","Energy, Internal market - Principles","Energy, Industrial policy and internal market, General principles and programmes, Internal market: approximation of laws, Rational utilisation and conservation of energy, Other sectors for approximation of laws","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E114, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2019-10-01","2019-12-05","European Commission, Directorate-General for Energy","2021-09-01, 2019-12-25","No end date","","","","true","OJ L 315, 05/12/2019, p. 209–240
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2019/2021 of 1 October 2019 laying down ecodesign requirements for electronic displays pursuant to Directive 2009/125/EC of the European Parliament and of the Council, amending Commission Regulation (EC) No 1275/2008 and repealing Commission Regulation (EC) No 642/2009 (Text with EEA relevance.)","C/2019/2122","32019R2021","2021-05-01","2021-05-01","","http://data.europa.eu/eli/reg/2019/2021/oj","Regulation","electronic device, energy efficiency, energy consumption, eco-label, labelling, marketing standard, consumer information, screen, environmental impact, energy saving","","Energy, Internal market - Principles","Energy, Industrial policy and internal market, General principles and programmes, Internal market: approximation of laws, Rational utilisation and conservation of energy, Other sectors for approximation of laws","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E114","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2019-10-01","2019-12-05","Directorate-General for Energy, European Commission","2021-03-01, 2019-12-25","2025-05-08, No end date","","","","true","OJ L 315, 05/12/2019, p. 241–266
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2019/1781 of 1 October 2019 laying down ecodesign requirements for electric motors and variable speed drives pursuant to Directive 2009/125/EC of the European Parliament and of the Council, amending Regulation (EC) No 641/2009 with regard to ecodesign requirements for glandless standalone circulators and glandless circulators integrated in products and repealing Commission Regulation (EC) No 640/2009 (Text with EEA relevance)","C/2019/2125","32019R1781","2023-01-24","2023-01-24","","http://data.europa.eu/eli/reg/2019/1781/oj","Regulation","technical standard, eco-label, energy saving, market approval, technological change, electric machinery, energy consumption, technical specification, energy efficiency, EC conformity marking","","Environment, Energy","Energy, Industrial policy and internal market, General principles and programmes, Internal market: approximation of laws, Rational utilisation and conservation of energy, Other sectors for approximation of laws","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E114, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2019-10-01","2019-10-25","Directorate-General for Energy, European Commission","2021-07-01, 2019-11-14","No end date","","","","true","OJ L 272, 25/10/2019, p. 74–94
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2019/1784 of 1 October 2019 laying down ecodesign requirements for welding equipment pursuant to Directive 2009/125/EC of the European Parliament and of the Council (Text with EEA relevance)","C/2019/6843","32019R1784","","","","http://data.europa.eu/eli/reg/2019/1784/oj","Regulation","energy consumption, labelling, eco-label, energy efficiency, technical specification, metalworking, energy saving, environmental impact, consumer information, marketing standard","","Environment, Energy","Energy, Industrial policy and internal market, General principles and programmes, Internal market: approximation of laws, Rational utilisation and conservation of energy, Other sectors for approximation of laws","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E114, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2019-10-01","2019-10-25","Directorate-General for Internal Market, Industry, Entrepreneurship and SMEs, European Commission","2021-01-01, 2019-11-14","No end date","","","","true","OJ L 272, 25/10/2019, p. 121–135
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2019/1782 of 1 October 2019 laying down ecodesign requirements for external power supplies pursuant to Directive 2009/125/EC of the European Parliament and of the Council and repealing Commission Regulation (EC) No 278/2009 (Text with EEA relevance)","C/2019/2126","32019R1782","","","","http://data.europa.eu/eli/reg/2019/1782/oj","Regulation","energy production, labelling, energy consumption, technical specification, energy efficiency, eco-label, energy saving, marketing standard, household electrical appliance, consumer information","","Environment, Energy","Energy, Industrial policy and internal market, General principles and programmes, Internal market: approximation of laws, Rational utilisation and conservation of energy, Other sectors for approximation of laws","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E114, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2019-10-01","2019-10-25","Directorate-General for Energy, European Commission","2020-04-01, 2019-11-14","No end date","","","","true","OJ L 272, 25/10/2019, p. 95–106
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2019/424 of 15 March 2019 laying down ecodesign requirements for servers and data storage products pursuant to Directive 2009/125/EC of the European Parliament and of the Council and amending Commission Regulation (EU) No 617/2013 (Text with EEA relevance.)","C/2019/1955","32019R0424","2021-05-01","2021-05-01","","http://data.europa.eu/eli/reg/2019/424/oj","Regulation","environmental impact, energy saving, electrical energy, eco-label, product design, data processing, technical specification, energy efficiency, network server","","Energy, Environment","Energy, General principles and programmes, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2019-03-15","2019-03-18","European Commission, Directorate-General for Internal Market, Industry, Entrepreneurship and SMEs","2019-04-07, 2020-03-01","No end date","","","","true","OJ L 74, 18/03/2019, p. 46–66
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2017/2195 of 23 November 2017 establishing a guideline on electricity balancing (Text with EEA relevance. )","C/2017/7774","32017R2195","2022-06-19","2022-06-19","","http://data.europa.eu/eli/reg/2017/2195/oj","Regulation","energy supply, energy law, electricity supply, energy distribution, electrical energy, energy storage, European Union Agency for the Cooperation of Energy Regulators, security of supply, energy grid, trans-European network","","Energy","Energy, Electricity","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0714","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2017-11-23","2017-11-28","European Commission, Directorate-General for Energy","2017-12-18, 2018-12-18","No end date","","","","true","OJ L 312, 28/11/2017, p. 6–53
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2017/2196 of 24 November 2017 establishing a network code on electricity emergency and restoration (Text with EEA relevance. )","C/2017/7775","32017R2196","2017-11-28","2017-11-28","","http://data.europa.eu/eli/reg/2017/2196/oj","Regulation","energy law, electricity supply, energy supply, electrical energy, energy distribution, technical specification, technical standard, energy grid, security of supply","","Energy","Energy, Electricity","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0714","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2017-11-24","2017-11-28","European Commission, Directorate-General for Energy","2017-12-18, 2022-12-18","No end date","","","","true","OJ L 312, 28/11/2017, p. 54–85
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2017/1485 of 2 August 2017 establishing a guideline on electricity transmission system operation (Text with EEA relevance. )","C/2017/5310","32017R1485","2021-03-15","2021-03-15","","http://data.europa.eu/eli/reg/2017/1485/oj","Regulation","energy grid, security of supply, technical standard, energy supply, electricity supply, quality standard, energy distribution, electrical energy, renewable energy, professional qualifications","","Energy","Energy, Energy, Electricity, General principles and programmes, General","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0714","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2017-08-02","2017-08-25","Directorate-General for Energy, European Commission","2019-08-18, 2017-09-14, 2019-03-14, 2019-04-27","No end date","","","","true","OJ L 220, 25/08/2017, p. 1–120
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2017/459 of 16 March 2017 establishing a network code on capacity allocation mechanisms in gas transmission systems and repealing Regulation (EU) No 984/2013 (Text with EEA relevance. )","C/2017/1660","32017R0459","","","","http://data.europa.eu/eli/reg/2017/459/oj","Regulation","energy transport, market access, energy grid, gas pipeline, gas supply, gas industry","","Internal market - Principles, Energy","Energy, Oil and gas, Other measures relating to oil or gas","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0715","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2017-03-16","2017-03-17","Directorate-General for Energy, European Commission","2017-04-06","No end date","","","","true","OJ L 72, 17/03/2017, p. 1–28
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2017/460 of 16 March 2017 establishing a network code on harmonised transmission tariff structures for gas (Text with EEA relevance. )","C/2017/1657","32017R0460","","","","http://data.europa.eu/eli/reg/2017/460/oj","Regulation","energy grid, transport price, energy transport, gas supply, gas industry, gas pipeline, trading operation","","Internal market - Principles, Energy","Energy, Oil and gas, Other measures relating to oil or gas","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0715","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2017-03-16","2017-03-17","Directorate-General for Energy, European Commission","2017-04-06, 2019-05-31, 2017-10-01","No end date","","","","true","OJ L 72, 17/03/2017, p. 29–56
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2016/2281 of 30 November 2016 implementing Directive 2009/125/EC of the European Parliament and of the Council establishing a framework for the setting of ecodesign requirements for energy-related products, with regard to ecodesign requirements for air heating products, cooling products, high temperature process chillers and fan coil units (Text with EEA relevance )","C/2016/7769","32016R2281","2017-01-09","2017-01-09","","http://data.europa.eu/eli/reg/2016/2281/oj","Regulation","consumer information, cold store, energy saving, EC conformity marking, environmental standard, eco-label, energy efficiency, heating, energy consumption, labelling","","Environment, Energy","Energy, Industrial policy and internal market, General principles and programmes, Internal market: approximation of laws, Rational utilisation and conservation of energy, Other sectors for approximation of laws","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2016-11-30","2016-12-20","European Commission","2017-01-09","No end date","","","","true","OJ L 346, 20/12/2016, p. 1–50
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2016/1719 of 26 September 2016 establishing a guideline on forward capacity allocation (Text with EEA relevance)","C/2016/5946","32016R1719","2021-03-15","2021-03-15","","http://data.europa.eu/eli/reg/2016/1719/oj","Regulation","electrical energy, electricity supply, energy law, single market, energy supply, energy grid, market access, trans-European network, energy transport","","Internal market - Principles, Energy","Energy, Electricity","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0714","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2016-09-26","2016-09-27","European Commission","2016-10-17","No end date","","","","true","OJ L 259, 27/09/2016, p. 42–68
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2016/1447 of 26 August 2016 establishing a network code on requirements for grid connection of high voltage direct current systems and direct current-connected power park modules (Text with EEA relevance)","","32016R1447","","","","http://data.europa.eu/eli/reg/2016/1447/oj","Regulation","energy consumption, energy production, energy grid, cross-border transport, electrical energy, energy distribution, electricity supply, energy law, market access","","Approximation of laws, Energy, Internal market - Principles","Energy, Industrial policy and internal market, Electricity, Internal market: approximation of laws, Other sectors for approximation of laws","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0714","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2016-08-26","2016-09-08","European Commission","2019-09-08, 2016-09-28","No end date","","","","true","OJ L 241, 08/09/2016, p. 1–65
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2016/1388 of 17 August 2016 establishing a Network Code on Demand Connection (Text with EEA relevance)","C/2016/5239","32016R1388","","","","http://data.europa.eu/eli/reg/2016/1388/oj","Regulation","market access, energy law, electricity supply, energy distribution, electrical energy, energy consumption, energy grid","","Internal market - Principles, Energy","Energy, Electricity","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0714","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2016-08-17","2016-08-18","European Commission","2019-08-18, 2016-09-07","No end date","","","","true","OJ L 223, 18/08/2016, p. 10–54
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2016/631 of 14 April 2016 establishing a network code on requirements for grid connection of generators (Text with EEA relevance)","C/2016/2001","32016R0631","","","","http://data.europa.eu/eli/reg/2016/631/oj","Regulation","electricity supply, market access, harmonisation of standards, cross-border transport, electrical energy, energy distribution, transport network, energy grid, energy production","","Approximation of laws, Internal market - Principles, Energy","Industrial policy and internal market, Energy, Internal market: approximation of laws, Electricity, Other sectors for approximation of laws","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0714","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2016-04-14","2016-04-27","European Commission","2016-05-17, 2019-04-27","No end date","","","","true","OJ L 112, 27/04/2016, p. 1–68
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2015/1222 of 24 July 2015 establishing a guideline on capacity allocation and congestion management (Text with EEA relevance)","","32015R1222","2021-03-15","2021-03-15","","http://data.europa.eu/eli/reg/2015/1222/oj","Regulation","energy grid, electrical energy, energy distribution, electricity supply, energy law, energy market, energy transport, market access","","Energy, Internal market - Principles","Energy, Electricity","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0714","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2015-07-24","2015-07-25","European Commission","2015-08-14","No end date","","","","true","OJ L 197, 25/07/2015, p. 24–72
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2015/1189 of 28 April 2015 implementing Directive 2009/125/EC of the European Parliament and of the Council with regard to ecodesign requirements for solid fuel boilers (Text with EEA relevance)","","32015R1189","2017-01-09","2017-01-09","","http://data.europa.eu/eli/reg/2015/1189/oj","Regulation","energy consumption, boiler, hard energy, marketing, energy saving, environmental impact, EC conformity marking","","Energy, Environment","Industrial policy and internal market, Energy, Internal market: approximation of laws, General principles and programmes, Other sectors for approximation of laws, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2015-04-28","2015-07-21","European Commission","2015-08-10","No end date","","","","true","OJ L 193, 21/07/2015, p. 100–114
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2015/1188 of 28 April 2015 implementing Directive 2009/125/EC of the European Parliament and of the Council with regard to ecodesign requirements for local space heaters (Text with EEA relevance)","","32015R1188","2017-01-09","2017-01-09","","http://data.europa.eu/eli/reg/2015/1188/oj","Regulation","marketing, energy saving, environmental impact, EC conformity marking, reduction of gas emissions, boiler, hard energy, energy consumption","","Energy, Environment","Industrial policy and internal market, Energy, Internal market: approximation of laws, General principles and programmes, Other sectors for approximation of laws, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2015-04-28","2015-07-21","European Commission","2015-08-10","No end date","","","","true","OJ L 193, 21/07/2015, p. 76–99
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2015/1185 of 24 April 2015 implementing Directive 2009/125/EC of the European Parliament and of the Council with regard to ecodesign requirements for solid fuel local space heaters (Text with EEA relevance)","","32015R1185","2017-01-09","2017-01-09","","http://data.europa.eu/eli/reg/2015/1185/oj","Regulation","marketing, energy saving, environmental impact, EC conformity marking, reduction of gas emissions, hard energy, energy consumption, thermal equipment","","Energy, Environment","Industrial policy and internal market, Energy, Internal market: approximation of laws, General principles and programmes, Other sectors for approximation of laws, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2015-04-24","2015-07-21","European Commission","2015-08-10","No end date","","","","true","OJ L 193, 21/07/2015, p. 1–19
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2015/1095 of 5 May 2015 implementing Directive 2009/125/EC of the European Parliament and of the Council with regard to ecodesign requirements for professional refrigerated storage cabinets, blast cabinets, condensing units and process chillers (Text with EEA relevance)","","32015R1095","2017-01-09","2017-01-09","","http://data.europa.eu/eli/reg/2015/1095/oj","Regulation","environmental impact, cold store, energy saving, energy consumption, refrigeration industry, EC conformity marking","","Approximation of laws, Environment, Energy","Energy, Industrial policy and internal market, General principles and programmes, Internal market: approximation of laws, Rational utilisation and conservation of energy, Other sectors for approximation of laws","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2015-05-05","2015-07-08","European Commission","2015-07-28","No end date","","","","true","OJ L 177, 08/07/2015, p. 19–51
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Regulation (EU) 2015/802 of 19 May 2015 suspending the autonomous Common Customs Tariff duties on certain heavy oils and similar products","","32015R0802","","","","http://data.europa.eu/eli/reg/2015/802/oj","Regulation","petroleum product, Combined Nomenclature, CCT duties, import (EU), suspension of customs duties","","Customs duties: suspensions","Customs Union and free movement of goods, Energy, Application of the Common Customs Tariff, Oil and gas, Tariff derogations, Other measures relating to oil or gas, Tariff suspensions","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E031","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2015-05-19","2015-05-23","Council of the European Union","2013-04-04, 2015-06-12","No end date, 2014-06-30","","","","true","OJ L 128, 23/05/2015, p. 2–3
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2015/703 of 30 April 2015 establishing a network code on interoperability and data exchange rules (Text with EEA relevance)","C/2015/2823","32015R0703","","","","http://data.europa.eu/eli/reg/2015/703/oj","Regulation","energy transport, energy grid, exchange of information, gas supply, gas industry, gas pipeline, trading operation","","Internal market - Principles, Energy","Energy, Oil and gas, Other measures relating to oil or gas","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0715","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2015-04-30","2015-05-01","European Commission","2015-05-21, 2016-05-01","No end date","","","","true","OJ L 113, 01/05/2015, p. 13–26
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) No 1307/2014 of 8 December 2014 on defining the criteria and geographic ranges of highly biodiverse grassland for the purposes of Article 7b(3)(c) of Directive 98/70/EC of the European Parliament and of the Council relating to the quality of petrol and diesel fuels and Article 17(3)(c) of Directive 2009/28/EC of the European Parliament and of the Council on the promotion of the use of energy from renewable sources","","32014R1307","","","","http://data.europa.eu/eli/reg/2014/1307/oj","Regulation","exploitation of resources, biodiversity, quality standard, grassland, biotope, sensitive area, biofuel, raw material","","Energy, Environment","Environment, consumers and health protection, Energy, Environment, Other sources of energy, Space, environment and natural resources, Management and efficient use of space, the environment and natural resources","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0028, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998L0070","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2014-12-08","2014-12-09","European Commission","2014-12-29, 2015-10-01","No end date","","","","true","OJ L 351, 09/12/2014, p. 3–5
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) No 1253/2014 of 7 July 2014 implementing Directive 2009/125/EC of the European Parliament and of the Council with regard to ecodesign requirements for ventilation units  Text with EEA relevance","","32014R1253","2020-07-30","2020-07-30","","http://data.europa.eu/eli/reg/2014/1253/oj","Regulation","EC conformity marking, technical specification, marketing standard, electrical energy, energy saving, air conditioning, eco-label, product design","","Environment, Energy, Internal market - Principles","Energy, Industrial policy and internal market, General principles and programmes, Internal market: approximation of laws, Rational utilisation and conservation of energy, Other sectors for approximation of laws","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2014-07-07","2014-11-25","European Commission","2014-12-15","No end date","","","","true","OJ L 337, 25/11/2014, p. 8–26
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) No 548/2014 of 21 May 2014 on implementing Directive 2009/125/EC of the European Parliament and of the Council with regard to small, medium and large power transformers","","32014R0548","2019-11-14","2019-11-14","","http://data.europa.eu/eli/reg/2014/548/oj","Regulation","electric machinery, technical standard, energy consumption, environmental impact, EC conformity marking, energy saving, marketing standard","","Environment, Energy","Energy, Industrial policy and internal market, General principles and programmes, Internal market: approximation of laws, Rational utilisation and conservation of energy, Other sectors for approximation of laws","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2014-05-21","2014-05-22","European Commission","2014-06-11","No end date","","","","true","OJ L 152, 22/05/2014, p. 1–15
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
