"Title","Subtitle","CELEX number","Current consolidated version","Latest consolidated version","LP_Legal basis","ELI","Form","EUROVOC descriptor","ECLI identifier","Subject matter","Directory code","Case-Law directory code (before Lisbon)","Case-Law directory code (after Lisbon)","Legal basis","Transposed legal act(s)","Rectified by","Type of procedure","Collection of the document","Date of document","Date of publication","Author","Date of effect","Date of end of validity","Date of transposition","Applicant/Appellant","Defendant/Other parties to the proceedings","In force indicator","Publication Reference",
"Commission opinion of 21 June 2002 concerning the plan for the disposal of radioactive waste resulting from modifications at the site of the Grafenrheinfeld Nuclear Power Station KKG in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32002A0625(01)","","","","","Opinion","Germany, project evaluation, radioactive effluent, radioactive pollution, nuclear power station","","Safety at work and elsewhere, Health and safety, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2002-06-21","2002-06-25","European Commission","2002-06-21","No end date","","","","true","OJ C 151, 25/06/2002, p. 12–12
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Opinion of 24 April 2002 concerning the plan for the disposal of radioactive waste resulting from modifications at the site of the Brokdorf Nuclear Power Station KBR in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32002A0501(01)","","","","","Opinion","nuclear safety, Germany, radioactive effluent, nuclear power station","","Safety at work and elsewhere, Health and safety, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2002-04-24","2002-05-01","European Commission","2002-04-24","No end date","","","","true","OJ C 105, 01/05/2002, p. 5–5
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Opinion of 22 April 2002 concerning the plan for the disposal of radioactive waste resulting from modifications at the site of the Unterweser Nuclear Power Station KKU in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32002A0424(03)","","","","","Opinion","radiation protection, Germany, nuclear safety, radioactive effluent, radioactive waste, waste management, EU control","","Nuclear common market, Health and safety, Safety at work and elsewhere","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2002-04-22","2002-04-24","European Commission","2002-04-22","No end date","","","","true","OJ C 99, 24/04/2002, p. 6–6
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Opinion of 22 April 2002 concerning the plan for the disposal of radioactive waste from the Socatri decontamination and uranium recovery plant (IARU) at the Tricastin site in France, pursuant to Article 37 of the Euratom Treaty","","32002A0424(01)","","","","","Opinion","radioactive waste, radioactive effluent, France, internal border of the EU, Italy, nuclear safety, Spain, radiation protection, Germany","","Health and safety, Safety at work and elsewhere, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2002-04-22","2002-04-24","European Commission","2002-04-22","No end date","","","","true","OJ C 99, 24/04/2002, p. 5–5
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Opinion of 22 April 2002 concerning the plan for the disposal of radioactive waste resulting from modifications at the site of the Grohnde Nuclear Power Station KWG in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32002A0424(02)","","","","","Opinion","EU control, waste management, radioactive effluent, radioactive waste, nuclear safety, radiation protection, Germany","","Safety at work and elsewhere, Health and safety, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2002-04-22","2002-04-24","European Commission","2002-04-22","No end date","","","","true","OJ C 99, 24/04/2002, p. 5–6
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 4 April 2002 concerning the plan for the disposal of radioactive waste arising from the dismantling of the Trawsfynydd Power Station located in the United Kingdom, in accordance with Article 37 of the Euratom Treaty","","32002A0410(01)","","","","","Opinion","nuclear power station, radioactive effluent, decommissioning of power stations, Ireland, United Kingdom, nuclear safety","","Nuclear common market, Health and safety, Safety at work and elsewhere","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2002-04-04","2002-04-10","European Commission","2002-04-04","No end date","","","","true","OJ C 86, 10/04/2002, p. 10–10
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 4 April 2002 concerning the plan for the disposal of radioactive waste arising from the dismantling of the Berkeley Power Station located in the United Kingdom, in accordance with Article 37 of the Euratom Treaty","","32002A0410(02)","","","","","Opinion","France, nuclear power station, radioactive effluent, United Kingdom, nuclear safety, decommissioning of power stations","","Nuclear common market, Safety at work and elsewhere, Health and safety","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2002-04-04","2002-04-10","European Commission","2002-04-04","No end date","","","","true","OJ C 86, 10/04/2002, p. 11–11
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 30 January 2002 concerning the plan for the disposal of radioactive waste from the Sizewell A Power Station located in the United Kingdom, in accordance with Article 37 of the Euratom Treaty","","32002A0205(01)","","","","","Opinion","nuclear power station, radioactive effluent, EU control, United Kingdom, nuclear safety","","Health and safety, Safety at work and elsewhere, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2002-01-30","2002-02-05","European Commission","2002-01-30","No end date","","","","true","OJ C 32, 05/02/2002, p. 20–20
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 30 January 2002 concerning the plan for the disposal of radioactive waste from the modification of the Trillo I Nuclear Power Station in Spain, in accordance with Article 37 of the Euratom Treaty","","32002A0205(02)","","","","","Opinion","nuclear safety, Spain, exchange of information, EU control, nuclear power station, radioactive effluent","","Safety at work and elsewhere, Health and safety, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2002-01-30","2002-02-05","European Commission","2002-01-30","No end date","","","","true","OJ C 32, 05/02/2002, p. 21–21
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 11 December 2001 concerning the plan for the disposal of radioactive waste from the decommissioning and dismantling of the ASTRA research reactor located in Seibersdorf in Austria, in accordance with Article 37 of the Euratom Treaty","","32001A1218(01)","","","","","Opinion","health policy, Austria, decommissioning of power stations, radioactive effluent, radioactive waste, nuclear reactor","","Health and safety, Safety at work and elsewhere, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2001-12-11","2001-12-18","European Commission","2001-12-11","No end date","","","","true","OJ C 362, 18/12/2001, p. 4–4
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 22 October 2001 concerning the plan for the disposal of radioactive waste from the modification of the Emsland nuclear power station KKE in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32001A1114(01)","","","","","Opinion","radioactive effluent, nuclear power station, application of EU law, prevention of pollution, Germany, EAEC Treaty","","Nuclear common market, Health and safety, Safety at work and elsewhere","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2001-10-22","2001-11-14","European Commission","2001-10-22","No end date","","","","true","OJ C 319, 14/11/2001, p. 14–14
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Opinion of 27 June 2001 concerning the plan for the disposal of radioactive waste from the Rossendorf research site located in the Land of Saxony in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32001A0720(01)","","","","","Opinion","research body, Saxony, radioactive effluent, public health, environmental protection, nuclear safety","","Safety at work and elsewhere, Health and safety, Nuclear common market","Energy, Environment, consumers and health protection, Freedom of movement for workers and social policy, Nuclear energy, Environment, Social policy, Pollution and nuisances, Working conditions, Nuclear safety and radioactive waste, Safety at work","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2001-06-27","2001-07-20","European Commission","2001-06-27","No end date","","","","true","OJ C 204, 20/07/2001, p. 9–9
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Opinion of 30 March 2001 concerning the plan for the disposal of radioactive waste from the high-flux neutron source research facility (FRM-II) in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32001A0421(01)","","","","","Opinion","nuclear industry, Germany, radioactive waste, radioactive effluent","","Safety at work and elsewhere, Health and safety, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2001-03-30","2001-04-21","European Commission","2001-03-30","No end date","","","","true","OJ C 117, 21/04/2001, p. 2–2
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Opinion of 20 February 2001 concerning the plan for the disposal of radioactive waste from the dismantling of the Würgassen nuclear power plant located in North-Rhine Westphalia in the Federal Republic of Germany","","32001A0306(01)","","","","","Opinion","North Rhine-Westphalia, decommissioning of power stations, health legislation, waste management, radioactive effluent, public health","","Health and safety, Nuclear common market, Public health","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2001-02-20","2001-03-06","European Commission","2001-02-20","No end date","","","","true","OJ C 72, 06/03/2001, p. 2–2
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 20 December 2000 concerning the plan for the disposal of radioactive waste from the commissioning of the liquid metal disposal plant (LMDP) and the waste receipt, assay, characterisation and supercompaction facility (WRACS) located on the Dounreay nuclear site in Scotland (United Kingdom), in accordance with Article 37 of the Euratom Treaty","","32001Y0123(02)","","","","","Opinion","frontier region, nuclear safety, United Kingdom, radioactive effluent, project evaluation, public health","","Nuclear common market, Safety at work and elsewhere, Health and safety","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2000-12-20","2001-01-23","European Commission","2000-12-20","No end date","","","","true","OJ C 20, 23/01/2001, p. 4–4
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 15 December 2000 concerning the plan for the disposal of radioactive waste from the partial dismantling of the Monts d'Arrée nuclear power station in France, in accordance with Article 37 of the Euratom Treaty","","32001Y0113(01)","","","","","Opinion","France, nuclear power station, radioactive pollution, radioactive waste, health risk, decommissioning of power stations","","Safety at work and elsewhere, Health and safety, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2000-12-15","2001-01-13","European Commission","2000-12-15","No end date","","","","true","OJ C 11, 13/01/2001, p. 5–5
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 5 October 2000 concerning the plan for the disposal of radioactive waste from the 'Centre de la Manche' radioactive waste storage facility located in the region of Lower Normandy (France), in accordance with Article 37 of the Euratom Treaty","","32000Y1019(01)","","","","","Opinion","radioactive effluent, environmental standard, transfrontier pollution, Lower Normandy, storage of waste, frontier region","","Safety at work and elsewhere, Health and safety, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2000-10-05","2000-10-19","European Commission","2000-10-05","No end date","","","","true","OJ C 297, 19/10/2000, p. 7–7
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 24 July 2000 concerning the plan for the disposal of radioactive waste from the Karlsruhe Research Centre (FzK) in Baden-Württemberg in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32000Y0804(02)","","","","","Opinion","Baden-Württemberg, radioactive effluent, nuclear reactor, health risk, radiation protection, decommissioning of power stations","","Health and safety, Safety at work and elsewhere, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2000-07-24","2000-08-04","European Commission","2000-07-24","No end date","","","","true","OJ C 223, 04/08/2000, p. 3–3
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 24 July 2000 concerning the plan for the disposal of radioactive waste from the decommissioning and dismantling of the Braunschweig Research and Measuring Reactor (FMRB) located in Lower-Saxony in the Federal Republic of Germany in accordance with Article 37 of the Euratom Treaty","","32000Y0804(01)","","","","","Opinion","nuclear reactor, radioactive effluent, health risk, Lower Saxony, decommissioning of power stations, radiation protection","","Nuclear common market, Safety at work and elsewhere, Health and safety","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2000-07-24","2000-08-04","European Commission","2000-07-24","No end date","","","","true","OJ C 223, 04/08/2000, p. 2–2
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 22 June 2000 concerning the plan for the decommissioning and deferment period of the Dodewaard Nuclear Power Plant located in the Netherlands in accordance with Article 37 of the Euratom Treaty","","32000Y0705(01)","","","","","Opinion","nuclear power station, public health, decommissioning of power stations, radiation protection, Netherlands, health risk","","Nuclear common market, Safety at work and elsewhere, Health and safety","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2000-06-22","2000-07-05","European Commission","2000-06-22","No end date","","","","true","OJ C 186, 05/07/2000, p. 5–5
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 26 January 2000 concerning the plan for the disposal of radioactive waste from the decommissioning of the RWE-Bayernwerk Block A (KRB A) Nuclear Power Station in Gundremmingen located in Bavaria in the Federal Republic of Germany in accordance with Article 37 of the Euratom Treaty","","32000Y0209(01)","","","","","Opinion","nuclear safety, environmental protection, public health, radioactive effluent, Bavaria, nuclear power station","","Nuclear common market, Health and safety, Safety at work and elsewhere","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2000-01-26","2000-02-09","European Commission","2000-01-26","No end date","","","","true","OJ C 37, 09/02/2000, p. 9–9
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Opinion of 10 November 1999 concerning the plan for the disposal of radioactive waste from the decommissioning of the Kahl Experimental Nuclear Power Station located in Bavaria in the Federal Republic of Germany in accordance with Article 37 of the Euratom Treaty","","31999Y1126(02)","","","","","Opinion","radiation protection, decommissioning of power stations, public health, Bavaria, radioactive effluent","","Nuclear common market, Safety at work and elsewhere, Health and safety","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","1999-11-10","1999-11-26","European Commission","1999-11-19","No end date","","","","true","OJ C 339, 26/11/1999, p. 6–6
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 27 July 1999 concerning the plan for the disposal of radioactive waste from the operation of the Gorleben pilot conditioning plant (PKA) located in Lower Saxony in the Federal Republic of Germany in accordance with Article 37 of the Euratom Treaty (Only the German text is authentic)","","31999Y0806(01)","","","","","Opinion","Lower Saxony, nuclear safety, nuclear power station, radioactive pollution, radioactive effluent, public health","","Nuclear common market, Safety at work and elsewhere, Health and safety","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","1999-07-27","1999-08-06","European Commission","1999-07-27","No end date","","","","true","OJ C 224, 06/08/1999, p. 5–5
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 12 March 1999 concerning the plan for the disposal of radioactive waste from the decommissioning and dismantling of the Greifswald Nuclear Power Plant located in Mecklenburg-Vorpommern in the Federal Republic of Germany in accordance with Article 37 of the Euratom Treaty (Only the German text is authentic)","","31999Y0409(02)","","","","","Opinion","nuclear power station, radioactive effluent, Mecklenburg-Western Pomerania, environmental protection, public health","","Health and safety, Safety at work and elsewhere, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","1999-03-12","1999-04-09","European Commission","1999-03-12","No end date","","","","true","OJ C 97, 09/04/1999, p. 10–10
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 12 March 1999 concerning the plan for the disposal of radioactive waste from the operation of the Interim Storage North located in Mecklenburg- Vorpommern in the Federal Republic of Germany in accordance with Article 37 of the Euratom Treaty (Only the German text is authentic)","","31999Y0409(01)","","","","","Opinion","radioactive effluent, Mecklenburg-Western Pomerania, environmental protection, public health, storage","","Nuclear common market, Safety at work and elsewhere, Health and safety","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","1999-03-12","1999-04-09","European Commission","1999-03-12","No end date","","","","true","OJ C 97, 09/04/1999, p. 9–9
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 18 March 1999 concerning the plan for the disposal of radioactive waste from the decommissioning and dismantling of the Rheinsberg Nuclear Power Plant located in the Land Brandenburg in the Federal Republic of Germany in accordance with Article 37 of the Euratom Treaty (Only the German text is authentic)","","31999Y0409(03)","","","","","Opinion","Brandenburg, public health, environmental protection, nuclear power station, radioactive effluent","","Safety at work and elsewhere, Health and safety, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","1999-03-18","1999-04-09","European Commission","1999-03-18","No end date","","","","true","OJ C 97, 09/04/1999, p. 11–11
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Opinion of the Commission of 1 December 1997 concerning the plan for the disposal of radioactive waste in the final repository for low and intermediate level radioactive waste at Loviisa, Finland, in accordance with Article 37 of the Euratom Treaty","","31997Y1219(01)","","","","","Opinion","storage of waste, cessation of trading, Finland, environmental monitoring, nuclear power station, radioactive waste","","Nuclear common market, Safety at work and elsewhere, Health and safety","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","1997-12-01","1997-12-19","European Commission","1997-12-01","No end date","","","","true","OJ C 385, 19/12/1997, p. 2–2
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Opinion of 10 September 1997 concerning the plan for the disposal of radioactive waste, from the operation of the Sellafield Solvent Treatment Plant of British Nuclear Fuels plc, Sellafield, Cumbria, United Kingdom, in accordance with Article 37 of the Euratom Treaty","","31997Y0925(02)","","","","","Opinion","health risk, United Kingdom, chemical industry, solvent, radioactive effluent","","Safety at work and elsewhere, Nuclear common market, Health and safety","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","1997-09-10","1997-09-25","European Commission","1997-09-25","No end date","","","","true","OJ C 291, 25/09/1997, p. 9–9
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Opinion of 10 September 1997 concerning the plan for the disposal of radioactive waste from the Centraco nuclear treatment and conditioning plant (France) in accordance with Article 37 of the Euratom Treaty","","31997Y0925(01)","","","","","Opinion","health risk, fuel reprocessing, radioactive effluent, France, nuclear industry","","Nuclear common market, Health and safety, Safety at work and elsewhere","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","1997-09-10","1997-09-25","European Commission","1997-09-25","No end date","","","","true","OJ C 291, 25/09/1997, p. 8–8
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"96/171/Euratom: Commission Opinion of 12 January 1996 concerning the plan for the disposal of radioactive waste from the decommissioning of the Windscale advanced gas-cooled reactor located at the UKAEA Windscale site, Cumbria, United Kingdom in accordance with Article 37 of the Euratom Treaty (Only the English text is authentic)","","31996A0171","","","","http://data.europa.eu/eli/opin/1996/171/oj","Opinion","EC opinion, United Kingdom, nuclear safety, nuclear reactor, radioactive waste, radioactive pollution","","Safety at work and elsewhere, Health and safety, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","1996-01-12","1996-02-27","European Commission","1996-01-22","No end date","","","","true","OJ L 48, 27/02/1996, p. 13–13
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"95/172/Euratom: Opinion of the Commission of 2 May 1995 concerning the plan for the disposal of radioactive waste from the 'TU5' Basic Nuclear Facility at Pierrelatte (France) in accordance with Article 37 of the Euratom Treaty (Only the French text is authentic)","","31995A0172","","","","http://data.europa.eu/eli/opin/1995/172/oj","Opinion","transfrontier pollution, radioactive effluent, nuclear power station, radioactive pollution, Rhône-Alpes, storage of waste","","Nuclear common market, Health and safety, Safety at work and elsewhere","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","1995-05-02","1995-05-20","European Commission","1995-05-11","No end date","","","","true","OJ L 114, 20/05/1995, p. 28–28
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"94/833/Euratom: Opinion of the Commission of 14 December 1994 concerning the plan for the disposal of radioactive waste from the Chooz B nuclear power station (France) in accordance with Article 37 of the Euratom Treaty (Only the French text is authentic)","","31994A0833","","","","http://data.europa.eu/eli/opin/1994/833/oj","Opinion","waste disposal, health risk, frontier region, radioactive waste, France, nuclear power station","","Health and safety, Safety at work and elsewhere, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","1994-12-14","1994-12-31","European Commission","1994-12-21","No end date","","","","true","OJ L 352, 31/12/1994, p. 6–7
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"94/747/Euratom: Commission Opinion of 7 November 1994 concerning the plan for the disposal of radioactive waste from the Konrad radioactive waste repository at Salzgitter (Germany) in accordance with Article 37 of the Euratom Treaty (Only the German text is authentic)","","31994A0747","","","","http://data.europa.eu/eli/opin/1994/747/oj","Opinion","Germany, storage of waste, EC opinion, EAEC Treaty, radioactive effluent, transfrontier pollution","","Health and safety, Safety at work and elsewhere, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","1994-11-07","1994-11-18","European Commission","1994-11-16","No end date","","","","true","OJ L 297, 18/11/1994, p. 39–39
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"94/174/Euratom: Commission Opinion of 7 March 1994 concerning the plan for the disposal of radioactive waste from the Melox nuclear fuel fabrication plant at the Marcoule nuclear establishment (France) in accordance with Article 37 of the Euratom Treaty (Only the French text is authentic)","","31994A0174","","","","http://data.europa.eu/eli/opin/1994/174/oj","Opinion","storage of waste, nuclear safety, radioactive effluent, nuclear power station, Languedoc-Roussillon, nuclear fuel","","Nuclear common market, Health and safety, Safety at work and elsewhere","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","1994-03-07","1994-03-24","European Commission","1994-03-10","No end date","","","","true","OJ L 80, 24/03/1994, p. 24–24
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
